,Deal Number,Acquiror name,Acquiror country code,Target name,Target country code,Deal type,Deal status,Deal value th USD,Last deal status date,Acquired stake (%),Initial stake (%),Final stake (%),Target primary NAICS 2017 code,Acquiror primary NAICS 2017 code,Acquiror ticker symbol,Target ticker symbol,Announced date,Deal method of payment,Target listed,Deal method of payment value th USD
2411.,1941250921,ENCOMPASS HEALTH CORPORATION,US,ALACARE HOME HEALTH SERVICES INC'S ASSETS,US,Acquisition 100%,Completed,"217,500.00",01.07.2019,100.00000,0.00000,100.00000,621610,621610,EHC,,01.04.2019,Cash,Unlisted,"217,500"
,,,,,,,,,,,,,,,,,,Cash Reserves,,n.a.
2412.,2007396016,TOKYO GAS AMERICA LTD,US,"BATTERY PROJECT IN LONGBOW, TEXAS",US,Acquisition 100%,Completed,"216,000.00",30.01.2024,100.00000,0.00000,100.00000,335911,211120,,,22.12.2023,,Unlisted,n.a.
2413.,2007079305,MANAGEMENT,,KINGSBRIDGE HOLDINGS LLC,US,Acquisition 87.5%,Completed,"216,000.00",03.11.2020,87.50000,Unknown %,87.50000,523920,525920,,,03.11.2020,,Unlisted,n.a.
,,SOLAR CAPITAL LTD,US,,,,,,,,,,,522298,SLRC,,,,,
2414.,1941624545,FORIS DAX MARKETS INC.,US,SMALL EXCHANGE INC.,US,Acquisition unknown stake %Acquisition unknown % and 100%,Completed,"216,000.00",02.03.2022,Unknown %,Unknown %,Unknown %,518210,511210,,,01.12.2021,Cash,Unlisted,"216,000"
,,,,NORTH AMERICAN DERIVATIVES EXCHANGE INC.,US,,,,,100.00000,0.00000,100.00000,518210,,,,,,Unlisted,
2415.,1941295855,INPHI CORPORATION,US,ESILICON CORPORATION,US,Acquisition 100%,Completed,"216,000.00",13.01.2020,100.00000,0.00000,100.00000,334413,334413,IPHI,,11.11.2019,Cash,Unlisted,n.a.
,,,,,,,,,,,,,,,,,,Liabilities,,n.a.
2416.,2007108241,P10 INTERMEDIATE HOLDINGS LLC,US,WESTECH INVESTMENT ADVISORS LLC,US,Acquisition 100%,Completed,"215,703.00",13.10.2022,100.00000,0.00000,100.00000,523910,523920,,,26.08.2022,Earn-out,Unlisted,"69,000"
,,,,,,,,,,,,,,,,,,Cash,,"166,000"
,,,,,,,,,,,,,,,,,,Shares,,"49,702"
2417.,2008043283,PELICAN HOLDCO INC.,US,GREENLAND EXPLORATION LTD,US,Acquisition 100% and 100%,Completed,"215,000.00",25.03.2026,100.00000,0.00000,100.00000,211120,523920,,,09.09.2025,Shares,Unlisted,"214,140"
,,,,MARCH GL COMPANY,US,,,,,100.00000,0.00000,100.00000,541360,,,,,,Unlisted,
2418.,2007869496,JAMF HOLDING CORPORATION,US,IDENTITY AUTOMATION LP,US,Acquisition 100%,Completed,"215,000.00",01.04.2025,100.00000,0.00000,100.00000,518210,518210,JAMF,,03.03.2025,Cash,Unlisted,"215,000"
2419.,2007574421,FEDERAL REALTY INVESTMENT TRUST,US,VIRGINIA GATEWAY PLAZA INC.,US,Acquisition 100%,Completed,"215,000.00",03.06.2024,100.00000,0.00000,100.00000,531312,531120,FRT,,03.06.2024,,Unlisted,n.a.
2420.,2007283311,SUMITOMO FORESTRY AMERICA INC.,US,"JPI GROUP LLC, THE",US,Acquisition 90%,Completed,"215,000.00",05.12.2023,90.00000,0.00000,90.00000,561311,236117,,,29.09.2023,Earn-out,Unlisted,n.a.
2421.,2007102000,SERVICE COMPRESSION LLC,US,INCREMENTAL WELLHEAD COMPRESSION ASSETS IN THE PERMIAN BASIN,US,Acquisition 100%,Completed,"215,000.00",17.05.2022,100.00000,0.00000,100.00000,213112,213112,,,17.05.2022,,Unlisted,n.a.
2422.,1941684016,ARCHAEA INFRASTRUCTURE LLC,US,NEXTGEN POWER HOLDINGS LLC,US,Acquisition 100%,Completed,"215,000.00",15.07.2022,100.00000,0.00000,100.00000,221118,221118,,,28.04.2022,Cash,Unlisted,"215,000"
2423.,1941636355,"SCOTTS MIRACLE-GRO COMPANY, THE",US,LUXX LIGHTING INC.,US,Acquisition 100%,Completed,"215,000.00",30.12.2021,100.00000,0.00000,100.00000,334413,333112,SMG,,30.12.2021,,Unlisted,n.a.
2424.,1941636350,STERLING CONSTRUCTION COMPANY INC.,US,PETILLO INC.,US,Acquisition 100%,Completed,"215,000.00",30.12.2021,100.00000,0.00000,100.00000,237310,237310,STRL,,30.12.2021,Cash,Unlisted,n.a.
,,,,PETILLO NY INC.,US,,,,,100.00000,0.00000,100.00000,237310,,,,,Shares,Unlisted,n.a.
,,,,PETILLO MARYLAND INC.,US,,,,,100.00000,0.00000,100.00000,237310,,,,,Earn-out,Unlisted,"20,000"
,,,,,,,,,,,,,,,,,,Cash Reserves,,n.a.
2425.,1941535907,SIGNAL HOLDCO LP,US,LARK INDUSTRIES INC.,US,Acquisition 100%,Completed,"215,000.00",30.06.2021,100.00000,0.00000,100.00000,238290,551114,,,09.05.2021,Cash,Unlisted,"215,000"
2426.,1941520262,KELLY SERVICES INC.,US,SOFTWORLD INC.,US,Acquisition 100%,Completed,"215,000.00",05.04.2021,100.00000,0.00000,100.00000,541612,561311,KELYA,,05.04.2021,Cash,Unlisted,"215,000"
,,,,,,,,,,,,,,,,,,Cash Reserves,,n.a.
2427.,1941500908,KALEYRA INC.,US,VIVIAL INC.,US,Acquisition 100%,Completed,"215,000.00",01.06.2021,100.00000,0.00000,100.00000,541613,518210,KLR,,19.02.2021,Cash,Unlisted,"195,000"
,,,,,,,,,,,,,,,,,,Shares,,"20,000"
2428.,1941484749,LEIDOS HOLDINGS INC.,US,1901 GROUP LLC,US,Acquisition 100%,Completed,"215,000.00",14.01.2021,100.00000,0.00000,100.00000,541512,541512,LDOS,,10.12.2020,Cash,Unlisted,"215,000"
,,,,,,,,,,,,,,,,,,Cash Reserves,,n.a.
2429.,1941415633,FS DEVELOPMENT CORPORATION,US,GEMINI THERAPEUTICS INC.,US,Acquisition 100%,Completed,"215,000.00",08.02.2021,100.00000,0.00000,100.00000,541713,525990,IRON,IRON,15.10.2020,Cash,Listed,"215,000"
2430.,1941223213,MARQUEE BRANDS LLC,US,SEQUENTIAL BRANDS GROUP INC.'S MARTHA STEWART AND EMERIL LAGASSE BRANDS,US,Acquisition 100%,Completed,"215,000.00",11.06.2019,100.00000,0.00000,100.00000,424330,551112,,,16.04.2019,Earn-out,Unlisted,"40,000"
2431.,1941222563,COUPA SOFTWARE INC.,US,EXARI GROUP INC.,US,Acquisition 100%,Completed,"215,000.00",07.05.2019,100.00000,0.00000,100.00000,518210,518210,COUP,,16.04.2019,Cash,Unlisted,"215,000"
2432.,2007752489,POLYMER CONCEPTS TECHNOLOGIES INC.,US,SKF AB'S US RING AND SEAL OPERATIONS DIVISION,US,Acquisition 100%,Completed,"215,000.00",14.04.2025,100.00000,0.00000,100.00000,332991,332991,,,29.10.2024,Liabilities,Unlisted,n.a.
2433.,2007816862,CNB FINANCIAL CORPORATION,US,ESSA BANCORP INC.,US,Acquisition 100%,Completed,"214,000.00",23.07.2025,100.00000,0.00000,100.00000,522110,522110,CCNE,ESSA,10.01.2025,Shares,Delisted,"214,000"
2434.,1939042383,AKUMIN CORPORATION,US,ADG ACQUISITION HOLDINGS LLC,US,Acquisition 100%,Completed,"214,000.00",03.06.2019,100.00000,0.00000,100.00000,621512,621512,,,15.04.2019,Shares,Unlisted,"25,000"
,,,,TIC ACQUISITION HOLDINGS LLC,US,,,,,100.00000,0.00000,100.00000,621512,,,,,Earn-out,Unlisted,n.a.
,,,,SFL RADIOLOGY HOLDINGS LLC,US,,,,,100.00000,0.00000,100.00000,621512,,,,,,Unlisted,
2435.,1941227767,HANCOCK WHITNEY CORPORATION,US,MIDSOUTH BANCORP INC.,US,Acquisition 100%,Completed,"213,106.00",21.09.2019,100.00000,0.00000,100.00000,522110,522110,HWC,MSL,30.04.2019,Shares,Delisted,"213,106"
2436.,2008121355,VERTICAL BRIDGE HOLDINGS LLC,US,CUMULUS MEDIA INC.'S 250 BROADCAST COMMUNICATIONS TOWER SITES,US,Acquisition 100%,Completed,"213,000.00",01.10.2020,100.00000,0.00000,100.00000,517312,517312,,,01.10.2020,,Unlisted,n.a.
2437.,2007226212,REGENERON PHARMACEUTICALS INC.,US,DECIBEL THERAPEUTICS INC.,US,Acquisition 100%,Completed,"213,000.00",25.09.2023,100.00000,0.00000,100.00000,541713,541713,REGN,DBTX,09.08.2023,Earn-out,Delisted,"104,000"
,,,,,,,,,,,,,,,,,,Cash,,"213,000"
2438.,2007031871,INDIVIOR INC.,US,OPIANT PHARMACEUTICALS INC.,US,Acquisition 100%,Completed,"213,000.00",02.03.2023,100.00000,0.00000,100.00000,541713,325412,,OPNT,14.11.2022,Cash,Delisted,"213,000"
,,,,,,,,,,,,,,,,,,Earn-out,,"68,000"
,,,,,,,,,,,,,,,,,,Cash Reserves,,n.a.
2439.,1941520421,"BRINK'S COMPANY, THE",US,PAYMENT ALLIANCE INTERNATIONAL INC.,US,Acquisition 100%,Completed,"213,000.00",06.04.2021,100.00000,0.00000,100.00000,522320,522320,BCO,,06.04.2021,Cash Reserves,Unlisted,n.a.
,,,,,,,,,,,,,,,,,,Cash,,"213,000"
2440.,1941150553,ENTERPRISE FINANCIAL SERVICES CORPORATION,US,TRINITY CAPITAL CORPORATION,US,Acquisition 100%,Completed,"213,000.00",08.03.2019,100.00000,0.00000,100.00000,551111,522110,EFSC,,01.11.2018,Shares,Unlisted,"175,000"
,,,,,,,,,,,,,,,,,,Cash,,"38,000"
2441.,1941378186,CHANGE HEALTHCARE INC.,US,ERX NETWORK HOLDINGS INC.,US,Acquisition 100%,Completed,"212,900.00",04.05.2020,100.00000,0.00000,100.00000,511210,511210,CHNG,,04.05.2020,Cash assumed,Unlisted,n.a.
2442.,2007484298,BESPIN SUBSIDIARY LLC,US,LANDOS BIOPHARMA INC.,US,Acquisition 100%,Completed,"212,500.00",23.05.2024,100.00000,0.00000,100.00000,541713,525990,,LABP,25.03.2024,Earn-out,Delisted,"75,000"
,,,,,,,,,,,,,,,,,,Cash,,"212,500"
2443.,1941611202,GMS INC.,US,AMES TAPING TOOLS HOLDING LLC,US,Acquisition 100%,Completed,"212,500.00",01.12.2021,100.00000,0.00000,100.00000,332216,423390,GMS,,03.11.2021,Cash Reserves,Unlisted,n.a.
,,,,,,,,,,,,,,,,,,Cash,,"212,500"
2444.,2007499177,GLOBAL PARTNERS LP,US,"GULF OIL LP'S FOUR LIQUID ENERGY TERMINALS IN MASSACHUSETTS, CONNECTICUT AND NEW JERSEY",US,Acquisition 100%,Completed,"212,300.00",09.04.2024,100.00000,0.00000,100.00000,454310,424720,GLP,,09.04.2024,,Unlisted,n.a.
2445.,2008047166,BAIN CAPITAL LP,US,PORTFOLIO OF THREE RETAIL CENTRES IN OKLAHOMA CITY,US,Acquisition 100%,Completed,"212,000.00",25.06.2025,100.00000,0.00000,100.00000,452319,523910,,,25.06.2025,,Unlisted,n.a.
,,11NORTH PARTNERS GP LLC,US,,,,,,,,,,,531390,,,,,,
2446.,2007027121,OUSTER INC.,US,VELODYNE LIDAR INC.,US,Acquisition 100%,Completed,"211,985.00",13.02.2023,100.00000,0.00000,100.00000,334519,334413,OUST,VLDR,07.11.2022,Shares,Delisted,"211,985"
2447.,2007018175,PEOPLES BANCORP INC.,US,LIMESTONE BANCORP INC.,US,Acquisition 100%,Completed,"211,844.00",30.04.2023,100.00000,0.00000,100.00000,522110,522110,PEBO,LMST,25.10.2022,Shares,Delisted,"211,844"
2448.,2008013816,NB BANCORP INC.,US,PROVIDENT BANCORP INC.,US,Acquisition 100%,Completed,"211,800.00",14.11.2025,100.00000,0.00000,100.00000,522110,522110,NBBK,PVBC,05.06.2025,Cash,Delisted,n.a.
,,,,,,,,,,,,,,,,,,Shares,,n.a.
2449.,1941404909,BUSINESS FIRST BANCSHARES INC.,US,PEDESTAL BANCSHARES INC.,US,Acquisition 100%,Completed,"211,200.00",01.05.2020,100.00000,0.00000,100.00000,522110,522110,BFST,,22.01.2020,Cash,Unlisted,"21,800"
,,,,,,,,,,,,,,,,,,Shares,,"189,400"
2450.,2008035732,STINORLAND USA INC.,US,APA SOLAR LLC,US,Acquisition 100%,Completed,"210,000.00",14.08.2025,100.00000,0.00000,100.00000,221114,333414,,,18.06.2025,Cash,Unlisted,n.a.
,,,,,,,,,,,,,,,,,,Shares,,n.a.
,,,,,,,,,,,,,,,,,,Deferred payment,,n.a.
2451.,2007753914,MERIT MEDICAL SYSTEMS INC.,US,COOK MEDICAL HOLDINGS LLC'S LEAD MANAGEMENT PORTFOLIO,US,Acquisition 100% 100%,Completed,"210,000.00",01.11.2024,100.00000,0.00000,100.00000,339112,339112,MMSI,,17.09.2024,Cash,Unlisted,"210,000"
,,,,,,,,,,,,,,,,,,Cash Reserves,,n.a.
,,,,,,,,,,,,,,,,,,Liabilities,,n.a.
2452.,2007690465,GEVO INC.,US,RED TRAIL ENERGY LLC'S ETHANOL PRODUCTION PLANT AND CARBON CAPTURE AND SEQUESTRATION ASSETS,US,Acquisition 100%,Completed,"210,000.00",31.01.2025,100.00000,0.00000,100.00000,325199,325998,GEVO,,12.09.2024,Liabilities,Unlisted,n.a.
,,RICHARDTON CCS LLC,US,,,,,,,,,,,551114,,,,Cash,,n.a.
,,NET ZERO RICHARDTON LLC,US,,,,,,,,,,,551114,,,,Cash Reserves,,n.a.
2453.,2007688981,VOYA FINANCIAL INC.,US,ONEAMERICA FINANCIAL PARTNERS INC.'S RETIREMENT PLAN BUSINESS,US,Acquisition 100%,Completed,"210,000.00",02.01.2025,100.00000,0.00000,100.00000,524113,525110,VOYA,,11.09.2024,Deferred payment,Unlisted,n.a.
2454.,2007680639,WISA TECHNOLOGIES INC.,US,DATA VAULT HOLDINGS INC.'S INFORMATION TECHNOLOGY ASSETS,US,Acquisition 100%,Completed,"210,000.00",31.12.2024,100.00000,0.00000,100.00000,518210,334310,DVLT,,04.09.2024,Shares,Unlisted,"200,000"
,,,,,,,,,,,,,,,,,,Bonds,,"10,000"
2455.,2007412663,BORA PHARMACEUTICALS USA INC.,US,UPSHER-SMITH LABORATORIES INC.,US,Acquisition 100%,Completed,"210,000.00",01.04.2024,100.00000,0.00000,100.00000,541715,424210,,,16.01.2024,,Unlisted,n.a.
2456.,2007397329,ENPRO INC.,US,ADVANCED MICRO INSTRUMENTS INC.,US,Acquisition 100%,Completed,"210,000.00",30.01.2024,100.00000,0.00000,100.00000,334513,333611,,,28.12.2023,Cash,Unlisted,"210,000"
2457.,2007035569,CIENA CORPORATION,US,TIBIT COMMUNICATIONS INC.,US,Acquisition unknown remaining stake %,Completed,"210,000.00",30.12.2022,Unknown remaining %,Unknown %,100.00000,334290,511210,CIEN,,22.11.2022,Cash,Unlisted,"210,000"
2458.,1941696759,CLASS TECHNOLOGIES INC.,US,BLACKBOARD INC.,US,Acquisition 100%,Completed,"210,000.00",30.06.2022,100.00000,0.00000,100.00000,518210,511210,,BBBB,19.05.2022,,Delisted,n.a.
2459.,1941688080,SHUTTERSTOCK INC.,US,POND5 INC.,US,Acquisition 100%,Completed,"210,000.00",11.05.2022,100.00000,0.00000,100.00000,518210,518210,SSTK,,11.05.2022,Cash,Unlisted,"210,000"
2460.,1941706483,PACIFIC WOODTECH CORPORATION,US,LOUISIANA PACIFIC CORPORATION’S ENGINEERED WOOD PRODUCTS BUSINESS,US,Acquisition 100%,Completed,"210,000.00",01.08.2022,100.00000,0.00000,100.00000,321213,321213,,,21.06.2022,Cash,Unlisted,"210,000"
2461.,1939074267,RONDO ACQUISITION LLC,US,AVKARE INC.,US,Acquisition 61.5%,Completed,"209,100.00",04.02.2020,61.50000,0.00000,61.50000,325412,325412,,,10.12.2019,Cash,Unlisted,"75,000"
,,,,,,,,,,,,,,,,,,Bonds,,"44,200"
,,,,,,,,,,,,,,,,,,Liabilities,,n.a.
2462.,1941649864,JACOBS ENGINEERING GROUP INC.,US,STREETLIGHT DATA INC.,US,Acquisition 100%,Completed,"209,000.00",04.02.2022,100.00000,0.00000,100.00000,518210,541330,J,,04.02.2022,Liabilities,Unlisted,n.a.
2463.,1941158250,SKYLINE RENEWABLES LLC,US,NJR CLEAN ENERGY VENTURES CORPORATION'S 4 WIND FARMS,US,Acquisition 100%,Completed,"208,500.00",11.02.2019,100.00000,0.00000,100.00000,221115,221115,,,21.11.2018,,Unlisted,n.a.
2464.,2007527727,ENERSYS ADVANCED SYSTEMS INC.,US,BREN-TRONICS INC.,US,Acquisition 100%,Completed,"208,000.00",26.07.2024,100.00000,0.00000,100.00000,335911,335911,,,02.05.2024,Cash,Unlisted,"208,000"
,,,,,,,,,,,,,,,,,,Cash Reserves,,n.a.
2465.,2007509192,MERCK & COMPANY INC.,US,ABCEUTICS INC.,US,Acquisition 100%,Completed,"208,000.00",05.04.2024,100.00000,0.00000,100.00000,541713,325412,MRK,,05.04.2024,Earn-out,Unlisted,n.a.
2466.,1941454190,PACIFIC ARCHITECTS AND ENGINEERS LLC,US,CENTRA TECHNOLOGY INC.,US,Acquisition 100%,Completed,"208,000.00",20.11.2020,100.00000,0.00000,100.00000,561621,541330,,,26.10.2020,Cash,Unlisted,"208,000"
,,,,,,,,,,,,,,,,,,Cash Reserves,,n.a.
2467.,2007382553,ORRSTOWN FINANCIAL SERVICES INC.,US,CODORUS VALLEY BANCORP INC.,US,Acquisition 100%,Completed,"207,000.00",01.07.2024,100.00000,0.00000,100.00000,522110,522110,ORRF,CVLY,12.12.2023,Shares,Delisted,"207,000"
2468.,2007050698,MTY FRANCHISING USA INC.,US,COP WP PARENT INC.,US,Acquisition 100%,Completed,"207,000.00",08.12.2022,100.00000,0.00000,100.00000,311812,722511,,,02.11.2022,Cash,Unlisted,"207,000"
,,,,,,,,,,,,,,,,,,Cash Reserves,,n.a.
2469.,1941737846,GLOBAL INFRASTRUCTURE SOLUTIONS INC.,US,HILL INTERNATIONAL INC.,US,Acquisition 100% Bid 2 - Increased offer,Completed,"207,000.00",27.12.2022,100.00000,0.00000,100.00000,541611,236210,,HIL,27.08.2022,Cash,Delisted,"207,000"
,,,,,,,,,,,,,,,,,,Liabilities,,n.a.
2470.,1941721888,"FIRST BANCSHARES INC., THE (MISSISSIPPI)",US,HERITAGE SOUTHEAST BANCORPORATION INC.,US,Acquisition 100%,Completed,"207,000.00",01.01.2023,100.00000,0.00000,100.00000,522110,522110,FBMS,HSBI,27.07.2022,Shares,Delisted,"207,000"
2471.,2007886015,METROCITY BANKSHARES INC.,US,FIRST IC CORPORATION,US,Acquisition 100%,Completed,"206,000.00",02.12.2025,100.00000,0.00000,100.00000,522110,522110,MCBS,,17.03.2025,Shares,Unlisted,"94,024"
,,,,,,,,,,,,,,,,,,Cash,,"111,965"
2472.,2007643413,SPS COMMERCE INC.,US,SUPPLYPIKE INC.,US,Acquisition 100%,Completed,"206,000.00",01.08.2024,100.00000,0.00000,100.00000,518210,518210,SPSC,,01.08.2024,Cash,Unlisted,"119,000"
,,,,,,,,,,,,,,,,,,Shares,,"87,000"
2473.,2007322394,IDEX CORPORATION,US,SUPERIOR TECHNICAL CERAMICS CORPORATION,US,Acquisition 100%,Completed,"206,000.00",14.12.2023,100.00000,0.00000,100.00000,327110,334516,IEX,,30.10.2023,Liabilities,Unlisted,n.a.
,,,,,,,,,,,,,,,,,,Cash,,"206,000"
,,,,,,,,,,,,,,,,,,Cash Reserves,,n.a.
2474.,1939043408,S&T BANCORP INC.,US,DNB FINANCIAL CORPORATION,US,Acquisition 100%,Completed,"206,000.00",02.12.2019,100.00000,0.00000,100.00000,522110,522110,STBA,DNBF,05.06.2019,Shares,Delisted,"206,000"
2475.,1941199663,NATIONAL WESTERN LIFE INSURANCE COMPANY,US,OZARK NATIONAL LIFE INSURANCE COMPANY INC.,US,Acquisition 100%,Completed,"205,500.00",01.02.2019,100.00000,0.00000,100.00000,524113,524113,NWLI,,01.02.2019,Cash,Unlisted,"205,500"
,,,,NIS FINANCIAL SERVICES INC.,US,,,,,100.00000,0.00000,100.00000,523999,,,,,,Unlisted,
2476.,2008473435,WORTHINGTON ENTERPRISES INC.,US,LSI GROUP LLC,US,Acquisition 100%,Completed,"205,000.00",16.01.2026,100.00000,0.00000,100.00000,541512,332312,WOR,,16.12.2025,Cash Reserves,Unlisted,n.a.
,,,,,,,,,,,,,,,,,,Cash,,"205,000"
2477.,2007803400,USANA HEALTH SCIENCES INC.,US,HIYA HEALTH PRODUCTS LLC,US,Acquisition 78.8%,Completed,"205,000.00",23.12.2024,78.80000,0.00000,78.80000,446199,325411,USNA,,23.12.2024,Cash,Unlisted,"205,000"
,,,,,,,,,,,,,,,,,,Cash Reserves,,n.a.
2478.,2007780292,TREEHOUSE FOODS INC.,US,HARRIS FREEMAN & COMPANY INC.'S TEA BRAND SUBSIDIARIES,US,Acquisition 100%,Completed,"205,000.00",02.01.2025,100.00000,0.00000,100.00000,424490,311999,THS,,02.12.2024,,Unlisted,n.a.
2479.,2007498489,BLUE OWL CAPITAL INC.,US,PRIMA CAPITAL ADVISORS LLC,US,Acquisition 100%,Completed,"205,000.00",07.06.2024,100.00000,0.00000,100.00000,523920,523920,OWL,,09.04.2024,Cash,Unlisted,"13,000"
,,,,,,,,,,,,,,,,,,Earn-out,,"35,000"
,,,,,,,,,,,,,,,,,,Shares,,"192,000"
2480.,2007328370,DAVIES US LLC,US,AMERICAN CLAIMS MANAGEMENT INC.,US,Acquisition 100%,Completed,"205,000.00",31.12.2023,100.00000,0.00000,100.00000,524291,524298,,,31.10.2023,,Unlisted,n.a.
,,,,PREFERRED GOVERNMENTAL CLAIM SOLUTIONS INC.,US,,,,,100.00000,0.00000,100.00000,524291,,,,,,Unlisted,
,,,,USIS INC.,US,,,,,100.00000,0.00000,100.00000,524291,,,,,,Unlisted,
,,,,INSURANCE CLAIMS ADJUSTERS INC.,US,,,,,100.00000,0.00000,100.00000,524291,,,,,,Unlisted,
2481.,2007284747,MC2 TITANIUM LLC,US,TRUSTWAVE HOLDINGS INC.,US,Acquisition 99.4%,Completed,"205,000.00",05.01.2024,99.40000,Unknown %,Unknown majority,511210,523930,,,30.09.2023,Cash,Unlisted,"10,000"
,,,,,,,,,,,,,,,,,,Liabilities,,"195,000"
2482.,1941740492,ANTERO MIDSTREAM PARTNERS LP,US,CRESTWOOD MARCELLUS MIDSTREAM LLC'S MARCELLUS SHALE ASSETS,US,Acquisition 100%,Completed,"205,000.00",31.12.2022,100.00000,0.00000,100.00000,424720,486210,AM,,12.09.2022,Cash,Unlisted,"205,000"
2483.,1941630653,RUSH ENTERPRISES INC.,US,"SUMMIT TRUCK GROUP LLC'S 16 INTERNATIONAL BRAND COMMERCIAL VEHICLE DEALERSHIPS IN ARKANSAS, KANSAS, MISSOURI AND TENNESSEE",US,Acquisition 100%,Completed,"205,000.00",13.12.2021,100.00000,0.00000,100.00000,441228,441110,RUSHA,,13.12.2021,,Unlisted,n.a.
,,,,SUMMIT TRUCK GROUP LLC'S UNDISCLOSED SUBSIDIARIES,US,,,,,100.00000,0.00000,100.00000,441228,,,,,,Unlisted,
2484.,1941619482,LIFE360 INC.,US,TILE INC.,US,Acquisition 100%,Completed,"205,000.00",06.01.2022,100.00000,0.00000,100.00000,334220,511210,360,,22.11.2021,,Unlisted,n.a.
2485.,1941516397,METTLER-TOLEDO INTERNATIONAL INC.,US,PENDOTECH LLC,US,Acquisition 100%,Completed,"205,000.00",24.03.2021,100.00000,0.00000,100.00000,334513,334513,MTD,,24.03.2021,Earn-out,Unlisted,"20,000"
2486.,1941424344,BROOKLINE CAPITAL ACQUISITION CORPORATION,US,APEXIGEN INC.,US,Acquisition 100%,Completed,"205,000.00",01.08.2022,100.00000,0.00000,100.00000,541713,525990,APGN,,18.03.2022,Shares,Unlisted,"205,000"
2487.,2007198440,NEOLEUKIN THERAPEUTICS INC.,US,NEUROGENE INC.,US,Acquisition 100%,Completed,"204,612.00",19.12.2023,100.00000,0.00000,100.00000,541713,541713,NGNE,,18.07.2023,Shares,Unlisted,"204,612"
2488.,1941575161,INSIGHT ACQUISITION CORPORATION,US,ALPHA MODUS CORPORATION,US,Acquisition 100%,Completed,"204,500.00",13.12.2024,100.00000,0.00000,100.00000,518210,525990,AMOD,,13.10.2023,Shares,Unlisted,"175,000"
,,,,,,,,,,,,,,,,,,Earn-out,,"29,500"
2489.,1941422500,SOUTHWESTERN ENERGY COMPANY,US,MONTAGE RESOURCES CORPORATION,US,Acquisition 100%,Completed,"204,278.00",13.11.2020,100.00000,0.00000,100.00000,211120,211120,SWN,MR,12.08.2020,Shares,Delisted,"204,278"
2490.,2007916949,TOWNEBANK,US,OLD POINT FINANCIAL CORPORATION,US,Acquisition 100%,Completed,"203,000.00",02.09.2025,100.00000,0.00000,100.00000,522110,522110,TOWN,OPOF,03.04.2025,Shares,Delisted,n.a.
,,,,,,,,,,,,,,,,,,Cash,,n.a.
2491.,1943350019,ARM MONUMENT INTERMEDIATE HOLDINGS LLC,US,MONUMENT PIPELINE LP,US,Acquisition 100%,Completed,"203,000.00",01.04.2022,100.00000,0.00000,100.00000,221210,541613,,,01.04.2022,,Unlisted,n.a.
2492.,1943301788,JOHNS LYNG INTERMEDIARY HOLDINGS LLC,US,RECONSTRUCTION EXPERTS INC.,US,Acquisition 100%,Completed,"202,000.00",01.01.2022,100.00000,0.00000,100.00000,236116,551112,,,09.12.2021,Cash,Unlisted,"202,000"
,,,,,,,,,,,,,,,,,,Earn-out,,"58,000"
,,,,,,,,,,,,,,,,,,Liabilities,,n.a.
2493.,1941446910,LEVITON MANUFACTURING COMPANY INC.,US,BERK-TEK LLC,US,Acquisition 100%,Completed,"202,000.00",30.09.2020,100.00000,0.00000,100.00000,335921,335313,,,17.07.2020,Liabilities,Unlisted,n.a.
2494.,2007336350,HIGHPEAK ENERGY INC.,US,ALAMO BORDEN COUNTY IV LLC'S OIL AND GAS PROPERTIES IN THE PERMIAN BASIN,US,Acquisition 100%,Completed,"201,000.00",25.03.2022,100.00000,0.00000,100.00000,213111,211120,HPK,,07.03.2022,Shares,Unlisted,n.a.
,,,,,,,,,,,,,,,,,,Cash,,n.a.
2495.,1939044189,HERITAGE BANK OF COMMERCE,US,PRESIDIO BANK,US,Acquisition 100%,Completed,"200,300.00",14.10.2019,100.00000,0.00000,100.00000,551111,522110,,PDOB,16.05.2019,Third party shares,Delisted,"200,300"
2496.,2008555224,FLOWCO HOLDINGS INC.,US,RIVERSTONE OILFIELD SERVICES AND EQUIPMENT INC.,US,Acquisition 100%,Completed,"200,000.00",02.03.2026,100.00000,0.00000,100.00000,333132,333132,FLOC,,02.02.2026,Cash Reserves,Unlisted,n.a.
,,,,,,,,,,,,,,,,,,Shares,,"30,000"
,,,,,,,,,,,,,,,,,,Cash,,"170,000"
2497.,2008513895,BATTERY MANAGEMENT CORPORATION,US,ONEBRIEF INC.,US,Acquisition unknown stake %,Completed,"200,000.00",13.01.2026,Unknown %,Unknown %,Unknown %,511210,523910,,,13.01.2026,Cash,Unlisted,"200,000"
,,GENERAL CATALYST GROUP MANAGEMENT LLC,US,,,,,,,,,,,523910,,,,,,
,,INSIGHT VENTURE MANAGEMENT LLC,US,,,,,,,,,,,523910,,,,,,
,,SALESFORCE VENTURES LLC,US,,,,,,,,,,,523910,,,,,,
,,SAPPHIRE VENTURES LLC,US,,,,,,,,,,,523910,,,,,,
2498.,2008344740,FIGMA INC.,US,WEAVY INC.,US,Acquisition 100%,Completed,"200,000.00",30.10.2025,100.00000,0.00000,100.00000,518210,518210,FIG,,30.10.2025,,Unlisted,n.a.
2499.,2008295556,DATAVANT INC.,US,DIGITALOWL INC.,US,Acquisition 100%,Completed,"200,000.00",08.10.2025,100.00000,0.00000,100.00000,518210,518210,,,25.09.2025,,Unlisted,n.a.
